0.01,0.122230883
0.02,0.226600629
0.03,0.930704623
0.04,0.267251687
0.05,0.036182693
0.06,0.960082633
0.07,0.705233227
0.08,0.246907638
0.09,0.027194731
0.1,0.030123358
0.11,0.79763691
0.12,0.371677979
0.13,0.784262091
0.14,0.324836366
0.15,0.764028182
0.16,0.484704744
0.17,0.763810816
0.18,0.945779395
0.19,0.121960817
0.2,0.699506035
0.21,0.895754692
0.22,0.669876058
0.23,0.798521795
0.24,0.415302762
0.25,0.997474092
0.26,0.939986422
0.27,0.502672718
0.28,0.481592421
0.29,0.449991917
0.3,0.447361351
0.31,0.893911415
0.32,0.29869302
0.33,0.132670511
0.34,0.368214863
0.35,0.18188885
0.36,0.036609043
0.37,0.29911516
0.38,0.155222877
0.39,0.989403569
0.4,0.799449244
0.41,0.54067744
0.42,0.859232181
0.43,0.131095436
0.44,0.334272985
0.45,0.488226557
0.46,0.266300646
0.47,0.995996384
0.48,0.689096355
0.49,0.266229115
0.5,0.550263707
0.51,0.079233566
0.52,0.236477002
0.53,0.889137636
0.54,0.302077814
0.55,0.659881238
0.56,0.685151356
0.57,0.825718102
0.58,0.785747507
0.59,0.295295256
0.6,0.384605113
0.61,0.143698872
0.62,0.283467125
0.63,0.669109018
0.64,0.046410981
0.65,0.698650502
0.66,0.242289111
0.67,0.655440624
0.68,0.156421992
0.69,0.617785078
0.7,0.102474525
0.71,0.268991191
0.72,0.52999596
0.73,0.809784572
0.74,0.458714811
0.75,0.183944213
0.76,0.146189282
0.77,0.402954286
0.78,0.053949307
0.79,0.520123964
0.8,0.924632127
0.81,0.921501885
0.82,0.784031904
0.83,0.456103212
0.84,0.944100512
0.85,0.436365268
0.86,0.557337185
0.87,0.359652018
0.88,0.262931947
0.89,0.770823156
0.9,0.625032133
0.91,0.147121336
0.92,0.409340977
0.93,0.981555117
0.94,0.656884069
0.95,0.673023906
0.96,0.216535308
0.97,0.884716357
0.98,0.892518882
0.99,0.329046236
1,0.925572547
1.01,0.423361848
1.02,0.646400359
1.03,0.552472857
1.04,0.828124139
1.05,0.92451811
1.06,0.953236187
1.07,0.618964335
1.08,0.69477161
1.09,0.185545849
1.1,0.417993582
1.11,0.717238143
1.12,0.655634497
1.13,0.715913966
1.14,0.185103441
1.15,0.677287244
1.16,0.746893894
1.17,0.244144742
1.18,0.718239563
1.19,0.266846877
1.2,0.538629216
1.21,0.85878606
1.22,0.185086173
1.23,0.307381868
1.24,0.912365399
1.25,0.231212464
1.26,0.165372496
1.27,0.850266939
1.28,0.004338907
1.29,0.156896103
1.3,0.48246969
1.31,0.002681534
1.32,0.162728823
1.33,0.4583798
1.34,0.75363564
